Coloring books.,Coloring books,http://id.loc.gov/authorities/genreForms/gf2017026082
Comedy films.,Comedy films,http://id.loc.gov/authorities/genreForms/gf2011026147
Comedy sketches.,Comedy sketches,http://id.loc.gov/authorities/genreForms/gf2014026265
"Comic books, strips, etc.",Comics (Graphic works),http://id.loc.gov/authorities/genreForms/gf2014026266
Coming-of-age films.,Coming-of-age films,http://id.loc.gov/authorities/genreForms/gf2011026148
Coming of age films.,Coming-of-age films,http://id.loc.gov/authorities/genreForms/gf2011026148
Coming-of-age television programs.,Coming-of-age television programs,http://id.loc.gov/authorities/genreForms/gf2011026149
Concert films.,Concert films,http://id.loc.gov/authorities/genreForms/gf2011026161
Concert television programs.,Concert television programs,http://id.loc.gov/authorities/genreForms/gf2011026162
Concertos.,Concertos,http://id.loc.gov/authorities/genreForms/gf2014026725
Concrete poetry.,Concrete poetry,http://id.loc.gov/authorities/genreForms/gf2014026270
Conference proceedings.,Conference papers and proceedings,http://id.loc.gov/authorities/genreForms/gf2014026068
Responsa.,Consilia,http://id.loc.gov/authorities/genreForms/gf2011026164
Contemporary Christian music.,Contemporary Christian music,http://id.loc.gov/authorities/genreForms/gf2014026728
Cookbooks.,Cookbooks,http://id.loc.gov/authorities/genreForms/gf2011026169
Creative nonfiction.,Creative nonfiction,http://id.loc.gov/authorities/genreForms/gf2014026074
Cremation volumes.,Cremation volumes,http://id.loc.gov/authorities/genreForms/gf2016026081
Crime films.,Crime films,http://id.loc.gov/authorities/genreForms/gf2011026177
Cultural television programs.,Cultural television programs,http://id.loc.gov/authorities/genreForms/gf2011026178
Cyberpunk fiction.,Cyberpunk fiction,http://id.loc.gov/authorities/genreForms/gf2014026275
Dance films.,Dance films,http://id.loc.gov/authorities/genreForms/gf2011026188
Dance television programs.,Dance television programs,http://id.loc.gov/authorities/genreForms/gf2011026189
Dark comedy films.,Dark comedy films,http://id.loc.gov/authorities/genreForms/gf2011026190
Deeds.,Deeds,http://id.loc.gov/authorities/genreForms/gf2011026193
Mystery fiction.,Detective and mystery fiction,http://id.loc.gov/authorities/genreForms/gf2014026280
Detective and mystery films.,Detective and mystery films,http://id.loc.gov/authorities/genreForms/gf2011026195
Mystery films.,Detective and mystery films,http://id.loc.gov/authorities/genreForms/gf2011026195
Detective and mystery plays.,Detective and mystery plays,http://id.loc.gov/authorities/genreForms/gf2014026281
Detective and mystery television programs.,Detective and mystery television programs,http://id.loc.gov/authorities/genreForms/gf2011026197
Devotional literature.,Devotional literature,http://id.loc.gov/authorities/genreForms/gf2015026057
Devotional literature,Devotional literature,http://id.loc.gov/authorities/genreForms/gf2015026057
Diaries.,Diaries,http://id.loc.gov/authorities/genreForms/gf2014026085
Diary fiction.,Diary fiction,http://id.loc.gov/authorities/genreForms/gf2014026286
Glossaries.,Dictionaries,http://id.loc.gov/authorities/genreForms/gf2014026086
Didactic fiction.,Didactic fiction,http://id.loc.gov/authorities/genreForms/gf2014026288
Disaster films.,Disaster films,http://id.loc.gov/authorities/genreForms/gf2011026200
Documentary films.,Documentary films,http://id.loc.gov/authorities/genreForms/gf2011026205
Documentary films,Documentary films,http://id.loc.gov/authorities/genreForms/gf2011026205
Documentary television programs.,Documentary television programs,http://id.loc.gov/authorities/genreForms/gf2011026207
Documentary-style films.,Documentary-style films,http://id.loc.gov/authorities/genreForms/gf2011026208
Documentary-style television programs.,Documentary-style television programs,http://id.loc.gov/authorities/genreForms/gf2011026209
Domestic comedy films.,Domestic comedy films,http://id.loc.gov/authorities/genreForms/gf2011026210
Domestic drama.,Domestic drama,http://id.loc.gov/authorities/genreForms/gf2014026294
Domestic fiction.,Domestic fiction,http://id.loc.gov/authorities/genreForms/gf2014026295
Drama.,Drama,http://id.loc.gov/authorities/genreForms/gf2014026297
Filmed plays.,Drama,http://id.loc.gov/authorities/genreForms/gf2014026297
Televised plays.,Drama,http://id.loc.gov/authorities/genreForms/gf2014026297
Dramatic music.,Dramatic music,http://id.loc.gov/authorities/genreForms/gf2014026775
Drawings.,Drawings,http://id.loc.gov/authorities/genreForms/gf2017027231
Dystopian fiction.,Dystopian fiction,http://id.loc.gov/authorities/genreForms/gf2014026302
Dystopian films.,Dystopian films,http://id.loc.gov/authorities/genreForms/gf2011026217
Early maps.,Early maps,http://id.loc.gov/authorities/genreForms/gf2011026218
Educational films.,Educational films,http://id.loc.gov/authorities/genreForms/gf2011026219
Educational television programs.,Educational television programs,http://id.loc.gov/authorities/genreForms/gf2011026221
Elegiac poetry.,Elegies,http://id.loc.gov/authorities/genreForms/gf2014026307
Environmental films.,Environmental films,http://id.loc.gov/authorities/genreForms/gf2011026223
Ephemera.,Ephemera,http://id.loc.gov/authorities/genreForms/gf2014026093
Epic films.,Epic films,http://id.loc.gov/authorities/genreForms/gf2011026225
Epic poetry.,Epic poetry,http://id.loc.gov/authorities/genreForms/gf2014026310
Epic television programs.,Epic television programs,http://id.loc.gov/authorities/genreForms/gf2011026226
Epistolary fiction.,Epistolary fiction,http://id.loc.gov/authorities/genreForms/gf2014026314
Epithalamia.,Epithalamia,http://id.loc.gov/authorities/genreForms/gf2014026317
Erotic drama.,Erotic drama,http://id.loc.gov/authorities/genreForms/gf2014026319
Erotic films.,Erotic films,http://id.loc.gov/authorities/genreForms/gf2011026227
Essays.,Essays,http://id.loc.gov/authorities/genreForms/gf2014026094
Ethnographic films.,Ethnographic films,http://id.loc.gov/authorities/genreForms/gf2011026232
Anthropological films.,Ethnographic films,http://id.loc.gov/authorities/genreForms/gf2011026232
Ethnographic television programs.,Ethnographic television programs,http://id.loc.gov/authorities/genreForms/gf2011026233
Eulogies.,Eulogies,http://id.loc.gov/authorities/genreForms/gf2014026095
Funeral orations.,Eulogies,http://id.loc.gov/authorities/genreForms/gf2014026095
Executive orders.,Executive orders,http://id.loc.gov/authorities/genreForms/gf2011026234
Exempla.,Exempla,http://id.loc.gov/authorities/genreForms/gf2014026323
Exhibition catalogs.,Exhibition catalogs,http://id.loc.gov/authorities/genreForms/gf2014026098
Experimental drama.,Experimental drama,http://id.loc.gov/authorities/genreForms/gf2014026324
Experimental fiction.,Experimental fiction,http://id.loc.gov/authorities/genreForms/gf2014026325
Experimental films.,Experimental films,http://id.loc.gov/authorities/genreForms/gf2011026235
Experimental poetry.,Experimental poetry,http://id.loc.gov/authorities/genreForms/gf2014026326
Exploitation films.,Exploitation films,http://id.loc.gov/authorities/genreForms/gf2011026236
Fables.,Fables,http://id.loc.gov/authorities/genreForms/gf2014026327
Fairy tales.,Fairy tales,http://id.loc.gov/authorities/genreForms/gf2014026329
Fantasy comedies (Motion pictures),Fantasy comedies (Motion pictures),http://id.loc.gov/authorities/genreForms/gf2011026240
Fantasy fiction.,Fantasy fiction,http://id.loc.gov/authorities/genreForms/gf2014026333
Fantasy films.,Fantasy films,http://id.loc.gov/authorities/genreForms/gf2011026242
Lord of the Rings films.,Fantasy films,http://id.loc.gov/authorities/genreForms/gf2011026242
Fantasy television programs.,Fantasy television programs,http://id.loc.gov/authorities/genreForms/gf2011026244
Questions and answers.,FAQs,http://id.loc.gov/authorities/genreForms/gf2014026101
Feature films.,Feature films,http://id.loc.gov/authorities/genreForms/gf2011026247
Feature films,Feature films,http://id.loc.gov/authorities/genreForms/gf2011026247
Festschriften.,Festschriften,http://id.loc.gov/authorities/genreForms/gf2016026082
Fiction.,Fiction,http://id.loc.gov/authorities/genreForms/gf2014026339
Tales.,Fiction,http://id.loc.gov/authorities/genreForms/gf2014026339
Fiction,Fiction,http://id.loc.gov/authorities/genreForms/gf2014026339
Fiction films.,Fiction films,http://id.loc.gov/authorities/genreForms/gf2011026250
Fictional films.,Fiction films,http://id.loc.gov/authorities/genreForms/gf2011026250
Fiction television programs.,Fiction television programs,http://id.loc.gov/authorities/genreForms/gf2011026252
Field recordings.,Field recordings,http://id.loc.gov/authorities/genreForms/gf2011026253
Film adaptations.,Film adaptations,http://id.loc.gov/authorities/genreForms/gf2011026254
Film festival programs.,Film festival programs,http://id.loc.gov/authorities/genreForms/gf2014026102
Film noir.,Film noir,http://id.loc.gov/authorities/genreForms/gf2011026257
Film noirs.,Film noir,http://id.loc.gov/authorities/genreForms/gf2011026257
Film posters.,Film posters,http://id.loc.gov/authorities/genreForms/gf2017026118
Film remakes.,Film remakes,http://id.loc.gov/authorities/genreForms/gf2011026258
Motion picture soundtracks.,Film soundtracks,http://id.loc.gov/authorities/genreForms/gf2011026262
Film trailers.,Film trailers,http://id.loc.gov/authorities/genreForms/gf2011026263
Filmed ballets.,Filmed ballets,http://id.loc.gov/authorities/genreForms/gf2011026264
Filmed dance.,Filmed dance,http://id.loc.gov/authorities/genreForms/gf2011026266
Filmed musicals.,Filmed musicals,http://id.loc.gov/authorities/genreForms/gf2011026272
Filmed performances.,Filmed performances,http://id.loc.gov/authorities/genreForms/gf2011026276
Films for people with visual disabilities.,Films for people with visual disabilities,http://id.loc.gov/authorities/genreForms/gf2011026282
Films for the hearing impaired.,Films for the hearing impaired,http://id.loc.gov/authorities/genreForms/gf2011026283
Folk music.,Folk music,http://id.loc.gov/authorities/genreForms/gf2014026809
Folk songs.,Folk songs,http://id.loc.gov/authorities/genreForms/gf2014026811
Folk-rock music.,Folk-rock music,http://id.loc.gov/authorities/genreForms/gf2014026810
Football films.,Football films,http://id.loc.gov/authorities/genreForms/gf2012025031
Funeral music.,Funeral music,http://id.loc.gov/authorities/genreForms/gf2014026822
Funeral sermons.,Funeral sermons,http://id.loc.gov/authorities/genreForms/gf2015026085
Gangster films.,Gangster films,http://id.loc.gov/authorities/genreForms/gf2011026290
Gangster television programs.,Gangster television programs,http://id.loc.gov/authorities/genreForms/gf2011026291
Gay erotic films.,Gay films,http://id.loc.gov/authorities/genreForms/gf2018026031
Geospatial data.,Geospatial data,http://id.loc.gov/authorities/genreForms/gf2011026297
Ghost stories.,Ghost stories,http://id.loc.gov/authorities/genreForms/gf2014026357
Gospel music.,Gospel music,http://id.loc.gov/authorities/genreForms/gf2014026839
Graphic novels.,Graphic novels,http://id.loc.gov/authorities/genreForms/gf2014026362
Graphic Novels,Graphic novels,http://id.loc.gov/authorities/genreForms/gf2014026362
Greeting cards.,Greeting cards,http://id.loc.gov/authorities/genreForms/gf2017027235
Guidebooks.,Guidebooks,http://id.loc.gov/authorities/genreForms/gf2014026108
Haiku.,Haiku,http://id.loc.gov/authorities/genreForms/gf2014026366
Haunted house films.,Haunted house films,http://id.loc.gov/authorities/genreForms/gf2011026307
Amityville films.,Haunted house films,http://id.loc.gov/authorities/genreForms/gf2011026307
Heavy metal (Music),Heavy metal (Music),http://id.loc.gov/authorities/genreForms/gf2014026854
Historical drama.,Historical drama,http://id.loc.gov/authorities/genreForms/gf2014026369
Historical fiction.,Historical fiction,http://id.loc.gov/authorities/genreForms/gf2014026370
Historical films.,Historical films,http://id.loc.gov/authorities/genreForms/gf2011026311
Historical television programs.,Historical television programs,http://id.loc.gov/authorities/genreForms/gf2011026315
Horror fiction.,Horror fiction,http://id.loc.gov/authorities/genreForms/gf2014026373
Horror films.,Horror films,http://id.loc.gov/authorities/genreForms/gf2011026321
Horror television programs.,Horror television programs,http://id.loc.gov/authorities/genreForms/gf2011026323
Humorous fiction.,Humorous fiction,http://id.loc.gov/authorities/genreForms/gf2014026377
Hymns.,Hymns,http://id.loc.gov/authorities/genreForms/gf2014026872
Pictorial works.,Illustrated works,http://id.loc.gov/authorities/genreForms/gf2014026111
Incidental music.,Incidental music,http://id.loc.gov/authorities/genreForms/gf2014026873
Independent films.,Independent films,http://id.loc.gov/authorities/genreForms/gf2011026324
Industrial films.,Industrial films,http://id.loc.gov/authorities/genreForms/gf2011026329
Instructional films.,Instructional films,http://id.loc.gov/authorities/genreForms/gf2011026333
Internet videos.,Internet videos,http://id.loc.gov/authorities/genreForms/gf2011026337
Interviews.,Interviews,http://id.loc.gov/authorities/genreForms/gf2014026115
Filmed interviews.,Interviews,http://id.loc.gov/authorities/genreForms/gf2014026115
Television interviews.,Interviews,http://id.loc.gov/authorities/genreForms/gf2014026115
Jazz.,Jazz,http://id.loc.gov/authorities/genreForms/gf2014026879
Jazz Rock (Music),Jazz-rock (Music),http://id.loc.gov/authorities/genreForms/gf2014026880
Jigsaw puzzles.,Jigsaw puzzles,http://id.loc.gov/authorities/genreForms/gf2014026116
Journalism films.,Journalism films,http://id.loc.gov/authorities/genreForms/gf2011026341
Judicial statistics.,Judicial statistics,http://id.loc.gov/authorities/genreForms/gf2011026343
Juvenile delinquent films.,Juvenile delinquency films,http://id.loc.gov/authorities/genreForms/gf2011026346
Filmed lectures.,Lectures,http://id.loc.gov/authorities/genreForms/gf2014026122
Lectures.,Lectures,http://id.loc.gov/authorities/genreForms/gf2014026122
Legal films.,Legal films,http://id.loc.gov/authorities/genreForms/gf2011026353
Legal television programs.,Legal television programs,http://id.loc.gov/authorities/genreForms/gf2011026359
Legends.,Legends,http://id.loc.gov/authorities/genreForms/gf2014026407
Lesbian erotic films.,Lesbian films,http://id.loc.gov/authorities/genreForms/gf2018026030
Libretto.,Librettos,http://id.loc.gov/authorities/genreForms/gf2014026909
Filmed literary readings.,Literary readings,http://id.loc.gov/authorities/genreForms/gf2018026151
Literature.,Literature,http://id.loc.gov/authorities/genreForms/gf2014026415
Live sound recordings.,Live sound recordings,http://id.loc.gov/authorities/genreForms/gf2011026368
Live television programs.,Live television programs,http://id.loc.gov/authorities/genreForms/gf2011026369
Lobby cards.,Lobby cards,http://id.loc.gov/authorities/genreForms/gf2017026119
Love poetry.,Love poetry,http://id.loc.gov/authorities/genreForms/gf2014026419
Low budget films.,Low budget films,http://id.loc.gov/authorities/genreForms/gf2011026376
Lyric poetry.,Lyric poetry,http://id.loc.gov/authorities/genreForms/gf2014026422
Made-for-TV movies.,Made-for-TV movies,http://id.loc.gov/authorities/genreForms/gf2011026381
Made-for-TV movies,Made-for-TV movies,http://id.loc.gov/authorities/genreForms/gf2011026381
Mail art.,Mail art,http://id.loc.gov/authorities/genreForms/gf2017027242
Maps.,Maps,http://id.loc.gov/authorities/genreForms/gf2011026387
Martial arts films.,Martial arts films,http://id.loc.gov/authorities/genreForms/gf2011026388
Martial arts television programs.,Martial arts television programs,http://id.loc.gov/authorities/genreForms/gf2011026389
Masses.,Masses,http://id.loc.gov/authorities/genreForms/gf2014026926
Maze puzzles.,Maze puzzles,http://id.loc.gov/authorities/genreForms/gf2014026125
Medical drama.,Medical drama,http://id.loc.gov/authorities/genreForms/gf2014026429
Medical fiction.,Medical fiction,http://id.loc.gov/authorities/genreForms/gf2014026430
Medical films (Motion pictures),Medical films (Motion pictures),http://id.loc.gov/authorities/genreForms/gf2011026390
Medical television programs.,Medical television programs,http://id.loc.gov/authorities/genreForms/gf2011026392
Meditations.,Meditations,http://id.loc.gov/authorities/genreForms/gf2015026056
Melodramas (Motion pictures),Melodramas (Motion pictures),http://id.loc.gov/authorities/genreForms/gf2011026393
Military films.,Military films,http://id.loc.gov/authorities/genreForms/gf2011026395
Military regulations.,Military regulations,http://id.loc.gov/authorities/genreForms/gf2011026397
Monologues.,Monologues (Drama),http://id.loc.gov/authorities/genreForms/gf2014026440
Motets.,Motets,http://id.loc.gov/authorities/genreForms/gf2014026949
Motion picture music.,Motion picture music,http://id.loc.gov/authorities/genreForms/gf2014026950
Motion pictures.,Motion pictures,http://id.loc.gov/authorities/genreForms/gf2011026406
Don Juan films.,Motion pictures,http://id.loc.gov/authorities/genreForms/gf2011026406
Motorcycle films.,Motorcycle films,http://id.loc.gov/authorities/genreForms/gf2011026407
Music.,Music,http://id.loc.gov/authorities/genreForms/gf2014026952
Music videos.,Music videos,http://id.loc.gov/authorities/genreForms/gf2011026413
Musical films.,Musical films,http://id.loc.gov/authorities/genreForms/gf2011026414
Musical theater.,Musical theater,http://id.loc.gov/authorities/genreForms/gf2016026057
Musicals.,Musicals,http://id.loc.gov/authorities/genreForms/gf2014026957
Nature films.,Nature films,http://id.loc.gov/authorities/genreForms/gf2011026416
Nature television programs.,Nature television programs,http://id.loc.gov/authorities/genreForms/gf2011026417
Nautical charts.,Nautical charts,http://id.loc.gov/authorities/genreForms/gf2011026418
New wave films.,New wave films,http://id.loc.gov/authorities/genreForms/gf2011026419
Newsletters.,Newsletters,http://id.loc.gov/authorities/genreForms/gf2014026131
Newspapers.,Newspapers,http://id.loc.gov/authorities/genreForms/gf2014026132
Noir fiction.,Noir fiction,http://id.loc.gov/authorities/genreForms/gf2014026452
Nonfiction films.,Nonfiction films,http://id.loc.gov/authorities/genreForms/gf2011026423
Nonfiction television programs.,Nonfiction television programs,http://id.loc.gov/authorities/genreForms/gf2011026425
Novels.,Novels,http://id.loc.gov/authorities/genreForms/gf2015026020
Novels in verse.,Novels in verse,http://id.loc.gov/authorities/genreForms/gf2014026457
Novels in  verse.,Novels in verse,http://id.loc.gov/authorities/genreForms/gf2014026457
Nursery rhymes.,Nursery rhymes,http://id.loc.gov/authorities/genreForms/gf2014026459
Odes.,Odes,http://id.loc.gov/authorities/genreForms/gf2014026461
Old-time music.,Old-time music,http://id.loc.gov/authorities/genreForms/gf2014026974
One-act plays.,One-act plays,http://id.loc.gov/authorities/genreForms/gf2014026462
Opera television programs.,Opera television programs,http://id.loc.gov/authorities/genreForms/gf2011026429
Operas.,Operas,http://id.loc.gov/authorities/genreForms/gf2014026976
Filmed operas.,Operas,http://id.loc.gov/authorities/genreForms/gf2014026976
Televised operas.,Operas,http://id.loc.gov/authorities/genreForms/gf2014026976
Outlines and syllabi.,Outlines and syllabi,http://id.loc.gov/authorities/genreForms/gf2014026136
Overtures.,Overtures,http://id.loc.gov/authorities/genreForms/gf2014026980
Filmed panel discussions.,Panel discussions,http://id.loc.gov/authorities/genreForms/gf2015026010
Papal documents.,Papal documents,http://id.loc.gov/authorities/genreForms/gf2015026044
Paper dolls.,Paper dolls,http://id.loc.gov/authorities/genreForms/gf2015026060
Parables.,Parables,http://id.loc.gov/authorities/genreForms/gf2014026467
Paranormal fiction.,Paranormal fiction,http://id.loc.gov/authorities/genreForms/gf2014026469
Parody films.,Parody films,http://id.loc.gov/authorities/genreForms/gf2011026436
Pastoral fiction.,Pastoral fiction,http://id.loc.gov/authorities/genreForms/gf2014026475
Pastoral letters and charges.,Pastoral letters and charges,http://id.loc.gov/authorities/genreForms/gf2015026047
Pastoral poetry.,Pastoral poetry,http://id.loc.gov/authorities/genreForms/gf2014026476
Pattern books.,Pattern books,http://id.loc.gov/authorities/genreForms/gf2017027248
Peplum films.,Peplum films,http://id.loc.gov/authorities/genreForms/gf2011026439
Periodicals.,Periodicals,http://id.loc.gov/authorities/genreForms/gf2014026139
Personal narratives.,Personal narratives,http://id.loc.gov/authorities/genreForms/gf2014026142
Photobooks.,Photobooks,http://id.loc.gov/authorities/genreForms/gf2014026144
Photographs.,Photographs,http://id.loc.gov/authorities/genreForms/gf2017027249
Physical maps.,Physical maps,http://id.loc.gov/authorities/genreForms/gf2011026440
Picture books.,Picture books,http://id.loc.gov/authorities/genreForms/gf2016026096
Theatrical posters.,Playbills (Posters),http://id.loc.gov/authorities/genreForms/gf2014026148
Playbills (Posters),Playbills (Posters),http://id.loc.gov/authorities/genreForms/gf2014026148
Playing cards.,Playing cards,http://id.loc.gov/authorities/genreForms/gf2017027252
Poetry.,Poetry,http://id.loc.gov/authorities/genreForms/gf2014026481
Poems.,Poetry,http://id.loc.gov/authorities/genreForms/gf2014026481
Police films.,Police films,http://id.loc.gov/authorities/genreForms/gf2011026451
Political cartoons.,Political cartoons,http://id.loc.gov/authorities/genreForms/gf2017027253
Political fiction.,Political fiction,http://id.loc.gov/authorities/genreForms/gf2014026482
Political films.,Political films,http://id.loc.gov/authorities/genreForms/gf2011026452
Political plays.,Political plays,http://id.loc.gov/authorities/genreForms/gf2016026084
Political poetry.,Political poetry,http://id.loc.gov/authorities/genreForms/gf2016026085
Political posters.,Political posters,http://id.loc.gov/authorities/genreForms/gf2017026037
Political television programs.,Political television programs,http://id.loc.gov/authorities/genreForms/gf2011026456
Popular music.,Popular music,http://id.loc.gov/authorities/genreForms/gf2014027009
Postcards.,Postcards,http://id.loc.gov/authorities/genreForms/gf2014026151
Posters.,Posters,http://id.loc.gov/authorities/genreForms/gf2014026152
Prayer books.,Prayers,http://id.loc.gov/authorities/genreForms/gf2015026049
Prayers.,Prayers,http://id.loc.gov/authorities/genreForms/gf2015026049
Press releases.,Press releases,http://id.loc.gov/authorities/genreForms/gf2014026153
Prints.,Prints,http://id.loc.gov/authorities/genreForms/gf2017027255
Prison films.,Prison films,http://id.loc.gov/authorities/genreForms/gf2011026463
Promotional films.,Promotional films,http://id.loc.gov/authorities/genreForms/gf2011026470
Propaganda films.,Propaganda films,http://id.loc.gov/authorities/genreForms/gf2011026472
Prose poems.,Prose poems,http://id.loc.gov/authorities/genreForms/gf2014026488
Psychological fiction.,Psychological fiction,http://id.loc.gov/authorities/genreForms/gf2014026492
Puppet films.,Puppet films,http://id.loc.gov/authorities/genreForms/gf2011026480
Puppet television programs.,Puppet television programs,http://id.loc.gov/authorities/genreForms/gf2011026481
Quadrangle maps.,Quadrangle maps,http://id.loc.gov/authorities/genreForms/gf2011026482
Quotations.,Quotations,http://id.loc.gov/authorities/genreForms/gf2014026159
Radio adaptations.,Radio adaptations,http://id.loc.gov/authorities/genreForms/gf2011026484
Radio commercials.,Radio commercials,http://id.loc.gov/authorities/genreForms/gf2011026492
Radio news programs.,Radio news programs,http://id.loc.gov/authorities/genreForms/gf2011026501
Radio plays.,Radio plays,http://id.loc.gov/authorities/genreForms/gf2014026499
Radio public service announcements.,Radio public service announcements,http://id.loc.gov/authorities/genreForms/gf2011026508
Radio scripts.,Radio scripts,http://id.loc.gov/authorities/genreForms/gf2018026131
Ragtime music.,Ragtime music,http://id.loc.gov/authorities/genreForms/gf2014027034
Rap (Music),Rap (Music),http://id.loc.gov/authorities/genreForms/gf2014027037
Reality television programs.,Reality television programs,http://id.loc.gov/authorities/genreForms/gf2011026522
Religious fiction.,Religious fiction,http://id.loc.gov/authorities/genreForms/gf2014026502
Religious films.,Religious films,http://id.loc.gov/authorities/genreForms/gf2011026526
Religious films,Religious films,http://id.loc.gov/authorities/genreForms/gf2011026526
